ticket_id,basket_id,timestamp,product,category,quantity,store
TCK-70249,BASK-249,2025-10-08 17:15:26,Salsa de tomate,Conservas,3,Mercadona-Triana
TCK-70249,BASK-249,2025-10-08 17:15:26,Mermelada de fresa,Conservas,1,Mercadona-Triana
TCK-70249,BASK-249,2025-10-08 17:15:26,Mantequilla,Lácteos,1,Mercadona-Triana
TCK-70249,BASK-249,2025-10-08 17:15:26,Pan de molde,Panadería,1,Mercadona-Triana
TCK-70249,BASK-249,2025-10-08 17:15:26,Cerveza,Bebidas,1,Mercadona-Triana
TCK-70250,BASK-250,2025-09-11 13:22:26,Pasta,Cereales,3,HiperDino-SietePalmas
TCK-70250,BASK-250,2025-09-11 13:22:26,Manzanas,Frutas,2,HiperDino-SietePalmas
TCK-70250,BASK-250,2025-09-11 13:22:26,Aceite de oliva,Aceites,2,HiperDino-SietePalmas
TCK-70250,BASK-250,2025-09-11 13:22:26,Arroz,Cereales,3,HiperDino-SietePalmas
TCK-70250,BASK-250,2025-09-11 13:22:26,Nachos de maíz,Snacks,1,HiperDino-SietePalmas
TCK-70250,BASK-250,2025-09-11 13:22:26,Guacamole refrigerado,Refrigerados,1,HiperDino-SietePalmas
TCK-70250,BASK-250,2025-09-11 13:22:26,Café molido,Bebidas,3,HiperDino-SietePalmas
TCK-70250,BASK-250,2025-09-11 13:22:26,Vino tinto,Bebidas,3,HiperDino-SietePalmas
TCK-70250,BASK-250,2025-09-11 13:22:26,ColaCao,Bebidas,1,HiperDino-SietePalmas
TCK-70250,BASK-250,2025-09-11 13:22:26,Cerveza,Bebidas,2,HiperDino-SietePalmas
TCK-70251,BASK-251,2025-06-26 13:44:26,Pan de molde,Panadería,2,Mercadona-Triana
TCK-70251,BASK-251,2025-06-26 13:44:26,Pechuga de pollo,Carnicería,3,Mercadona-Triana
TCK-70251,BASK-251,2025-06-26 13:44:26,Plátanos,Frutas,1,Mercadona-Triana
TCK-70251,BASK-251,2025-06-26 13:44:26,Mantequilla,Lácteos,3,Mercadona-Triana
TCK-70252,BASK-252,2025-08-12 21:24:26,Tomates,Verduras,2,SPAR-Vegueta
TCK-70252,BASK-252,2025-08-12 21:24:26,Pan de barra,Panadería,2,SPAR-Vegueta
TCK-70252,BASK-252,2025-08-12 21:24:26,Pizza congelada,Congelados,2,SPAR-Vegueta
TCK-70252,BASK-252,2025-08-12 21:24:26,Mantequilla,Lácteos,3,SPAR-Vegueta
TCK-70252,BASK-252,2025-08-12 21:24:26,Nachos de maíz,Snacks,1,SPAR-Vegueta
TCK-70252,BASK-252,2025-08-12 21:24:26,Huevos,Lácteos,3,SPAR-Vegueta
TCK-70252,BASK-252,2025-08-12 21:24:26,Refresco cola,Bebidas,2,SPAR-Vegueta
TCK-70252,BASK-252,2025-08-12 21:24:26,Cerveza,Bebidas,2,SPAR-Vegueta
TCK-70253,BASK-253,2025-11-02 11:24:26,Pasta,Cereales,1,SPAR-Telde
TCK-70253,BASK-253,2025-11-02 11:24:26,Salsa de tomate,Conservas,2,SPAR-Telde
TCK-70253,BASK-253,2025-11-02 11:24:26,Arroz,Cereales,3,SPAR-Telde
TCK-70253,BASK-253,2025-11-02 11:24:26,Pan de barra,Panadería,2,SPAR-Telde
TCK-70253,BASK-253,2025-11-02 11:24:26,Helado de vainilla,Congelados,3,SPAR-Telde
TCK-70253,BASK-253,2025-11-02 11:24:26,Café molido,Bebidas,2,SPAR-Telde
TCK-70253,BASK-253,2025-11-02 11:24:26,Galletas,Dulces,3,SPAR-Telde
TCK-70253,BASK-253,2025-11-02 11:24:26,Pan de molde,Panadería,1,SPAR-Telde
TCK-70253,BASK-253,2025-11-02 11:24:26,ColaCao,Bebidas,3,SPAR-Telde
TCK-70254,BASK-254,2025-05-11 16:41:26,Salsa de tomate,Conservas,2,HiperDino-SietePalmas
TCK-70254,BASK-254,2025-05-11 16:41:26,Patatas fritas bolsa,Snacks,1,HiperDino-SietePalmas
TCK-70254,BASK-254,2025-05-11 16:41:26,Mermelada de fresa,Conservas,2,HiperDino-SietePalmas
TCK-70254,BASK-254,2025-05-11 16:41:26,Helado de vainilla,Congelados,3,HiperDino-SietePalmas
TCK-70254,BASK-254,2025-05-11 16:41:26,Café molido,Bebidas,2,HiperDino-SietePalmas
TCK-70254,BASK-254,2025-05-11 16:41:26,Refresco cola,Bebidas,1,HiperDino-SietePalmas
TCK-70254,BASK-254,2025-05-11 16:41:26,Vino tinto,Bebidas,1,HiperDino-SietePalmas
TCK-70254,BASK-254,2025-05-11 16:41:26,Pañales,Bebé,1,HiperDino-SietePalmas
TCK-70255,BASK-255,2025-09-04 20:33:26,Guacamole refrigerado,Refrigerados,2,SPAR-Telde
TCK-70255,BASK-255,2025-09-04 20:33:26,Salsa de tomate,Conservas,3,SPAR-Telde
TCK-70255,BASK-255,2025-09-04 20:33:26,Tomates,Verduras,1,SPAR-Telde
TCK-70255,BASK-255,2025-09-04 20:33:26,Aceite de oliva,Aceites,3,SPAR-Telde
TCK-70256,BASK-256,2025-02-20 12:15:26,Carne picada,Carnicería,2,SPAR-Telde
TCK-70256,BASK-256,2025-02-20 12:15:26,Salsa de tomate,Conservas,3,SPAR-Telde
TCK-70256,BASK-256,2025-02-20 12:15:26,Plátanos,Frutas,3,SPAR-Telde
TCK-70256,BASK-256,2025-02-20 12:15:26,Tomates,Verduras,1,SPAR-Telde
TCK-70256,BASK-256,2025-02-20 12:15:26,Aceite de oliva,Aceites,2,SPAR-Telde
TCK-70256,BASK-256,2025-02-20 12:15:26,Yogur natural,Lácteos,2,SPAR-Telde
TCK-70256,BASK-256,2025-02-20 12:15:26,Queso curado,Lácteos,1,SPAR-Telde
TCK-70256,BASK-256,2025-02-20 12:15:26,Huevos,Lácteos,1,SPAR-Telde
TCK-70256,BASK-256,2025-02-20 12:15:26,Pan de molde,Panadería,2,SPAR-Telde
TCK-70256,BASK-256,2025-02-20 12:15:26,Pañales,Bebé,3,SPAR-Telde
TCK-70257,BASK-257,2025-01-02 14:51:26,Cereal de desayuno,Cereales,3,Mercadona-Triana
TCK-70257,BASK-257,2025-01-02 14:51:26,Pan de hamburguesa,Panadería,1,Mercadona-Triana
TCK-70257,BASK-257,2025-01-02 14:51:26,Salsa de tomate,Conservas,1,Mercadona-Triana
TCK-70257,BASK-257,2025-01-02 14:51:26,Plátanos,Frutas,2,Mercadona-Triana
TCK-70257,BASK-257,2025-01-02 14:51:26,Mantequilla,Lácteos,1,Mercadona-Triana
TCK-70257,BASK-257,2025-01-02 14:51:26,Café molido,Bebidas,2,Mercadona-Triana
TCK-70257,BASK-257,2025-01-02 14:51:26,Cerveza,Bebidas,2,Mercadona-Triana
TCK-70258,BASK-258,2025-01-24 00:04:26,Pañales,Bebé,3,SPAR-Vegueta
TCK-70258,BASK-258,2025-01-24 00:04:26,Plátanos,Frutas,1,SPAR-Vegueta
TCK-70258,BASK-258,2025-01-24 00:04:26,Pan de barra,Panadería,1,SPAR-Vegueta
TCK-70258,BASK-258,2025-01-24 00:04:26,Queso curado,Lácteos,1,SPAR-Vegueta
TCK-70259,BASK-259,2025-09-14 23:49:26,Carne picada,Carnicería,2,Mercadona-Triana
TCK-70259,BASK-259,2025-09-14 23:49:26,Mermelada de fresa,Conservas,1,Mercadona-Triana
TCK-70259,BASK-259,2025-09-14 23:49:26,Tomates,Verduras,3,Mercadona-Triana
TCK-70259,BASK-259,2025-09-14 23:49:26,Queso curado,Lácteos,1,Mercadona-Triana
TCK-70259,BASK-259,2025-09-14 23:49:26,Nachos de maíz,Snacks,2,Mercadona-Triana
TCK-70259,BASK-259,2025-09-14 23:49:26,Café molido,Bebidas,2,Mercadona-Triana
TCK-70259,BASK-259,2025-09-14 23:49:26,Vino tinto,Bebidas,1,Mercadona-Triana
TCK-70259,BASK-259,2025-09-14 23:49:26,Galletas,Dulces,2,Mercadona-Triana
TCK-70259,BASK-259,2025-09-14 23:49:26,Pan de molde,Panadería,1,Mercadona-Triana
TCK-70259,BASK-259,2025-09-14 23:49:26,Pañales,Bebé,3,Mercadona-Triana
TCK-70260,BASK-260,2025-05-09 23:53:26,Salsa de tomate,Conservas,3,HiperDino-SietePalmas
TCK-70260,BASK-260,2025-05-09 23:53:26,Refresco cola,Bebidas,2,HiperDino-SietePalmas
TCK-70260,BASK-260,2025-05-09 23:53:26,Patatas fritas bolsa,Snacks,1,HiperDino-SietePalmas
TCK-70260,BASK-260,2025-05-09 23:53:26,Cerveza,Bebidas,2,HiperDino-SietePalmas
TCK-70261,BASK-261,2025-01-24 15:14:26,Carne picada,Carnicería,1,SPAR-Vegueta
TCK-70261,BASK-261,2025-01-24 15:14:26,Salsa de tomate,Conservas,2,SPAR-Vegueta
TCK-70261,BASK-261,2025-01-24 15:14:26,Pan de barra,Panadería,3,SPAR-Vegueta
TCK-70262,BASK-262,2025-11-14 14:46:26,Pasta,Cereales,1,SPAR-Vegueta
TCK-70262,BASK-262,2025-11-14 14:46:26,Manzanas,Frutas,3,SPAR-Vegueta
TCK-70262,BASK-262,2025-11-14 14:46:26,Pechuga de pollo,Carnicería,2,SPAR-Vegueta
TCK-70262,BASK-262,2025-11-14 14:46:26,Plátanos,Frutas,3,SPAR-Vegueta
TCK-70262,BASK-262,2025-11-14 14:46:26,Tomates,Verduras,1,SPAR-Vegueta
TCK-70262,BASK-262,2025-11-14 14:46:26,Pan de barra,Panadería,3,SPAR-Vegueta
TCK-70262,BASK-262,2025-11-14 14:46:26,Queso curado,Lácteos,3,SPAR-Vegueta
TCK-70262,BASK-262,2025-11-14 14:46:26,Refresco cola,Bebidas,1,SPAR-Vegueta
TCK-70262,BASK-262,2025-11-14 14:46:26,Leche entera,Lácteos,3,SPAR-Vegueta
TCK-70262,BASK-262,2025-11-14 14:46:26,Pizza congelada,Congelados,1,SPAR-Vegueta
TCK-70263,BASK-263,2025-08-18 14:05:26,Café molido,Bebidas,2,HiperDino-SietePalmas
TCK-70263,BASK-263,2025-08-18 14:05:26,Vino tinto,Bebidas,1,HiperDino-SietePalmas
TCK-70263,BASK-263,2025-08-18 14:05:26,Galletas,Dulces,3,HiperDino-SietePalmas
TCK-70264,BASK-264,2025-01-17 19:21:26,Pasta,Cereales,1,HiperDino-SietePalmas
TCK-70264,BASK-264,2025-01-17 19:21:26,Carne picada,Carnicería,3,HiperDino-SietePalmas
TCK-70264,BASK-264,2025-01-17 19:21:26,Salsa de tomate,Conservas,1,HiperDino-SietePalmas
TCK-70264,BASK-264,2025-01-17 19:21:26,Tomates,Verduras,1,HiperDino-SietePalmas
TCK-70264,BASK-264,2025-01-17 19:21:26,Aceite de oliva,Aceites,1,HiperDino-SietePalmas
TCK-70264,BASK-264,2025-01-17 19:21:26,Lechuga,Verduras,3,HiperDino-SietePalmas
TCK-70264,BASK-264,2025-01-17 19:21:26,Helado de vainilla,Congelados,2,HiperDino-SietePalmas
TCK-70264,BASK-264,2025-01-17 19:21:26,Café molido,Bebidas,3,HiperDino-SietePalmas
TCK-70264,BASK-264,2025-01-17 19:21:26,Galletas,Dulces,2,HiperDino-SietePalmas
TCK-70264,BASK-264,2025-01-17 19:21:26,Pañales,Bebé,2,HiperDino-SietePalmas
TCK-70265,BASK-265,2025-03-09 11:44:26,Carne picada,Carnicería,2,Mercadona-Triana
TCK-70265,BASK-265,2025-03-09 11:44:26,Pan de hamburguesa,Panadería,3,Mercadona-Triana
TCK-70265,BASK-265,2025-03-09 11:44:26,Tomates,Verduras,2,Mercadona-Triana
TCK-70265,BASK-265,2025-03-09 11:44:26,Lechuga,Verduras,2,Mercadona-Triana
TCK-70265,BASK-265,2025-03-09 11:44:26,Yogur natural,Lácteos,1,Mercadona-Triana
TCK-70266,BASK-266,2025-03-27 21:47:26,Pechuga de pollo,Carnicería,3,Mercadona-Triana
TCK-70266,BASK-266,2025-03-27 21:47:26,Pan de hamburguesa,Panadería,1,Mercadona-Triana
TCK-70266,BASK-266,2025-03-27 21:47:26,Pan de barra,Panadería,3,Mercadona-Triana
TCK-70266,BASK-266,2025-03-27 21:47:26,Pizza congelada,Congelados,2,Mercadona-Triana
TCK-70266,BASK-266,2025-03-27 21:47:26,Nachos de maíz,Snacks,1,Mercadona-Triana
TCK-70266,BASK-266,2025-03-27 21:47:26,Huevos,Lácteos,1,Mercadona-Triana
TCK-70266,BASK-266,2025-03-27 21:47:26,Guacamole refrigerado,Refrigerados,2,Mercadona-Triana
TCK-70266,BASK-266,2025-03-27 21:47:26,Vino tinto,Bebidas,1,Mercadona-Triana
TCK-70266,BASK-266,2025-03-27 21:47:26,Pan de molde,Panadería,3,Mercadona-Triana
TCK-70266,BASK-266,2025-03-27 21:47:26,Cerveza,Bebidas,2,Mercadona-Triana
TCK-70267,BASK-267,2024-12-11 18:10:26,Pasta,Cereales,2,HiperDino-SietePalmas
TCK-70267,BASK-267,2024-12-11 18:10:26,Manzanas,Frutas,1,HiperDino-SietePalmas
TCK-70267,BASK-267,2024-12-11 18:10:26,Patatas fritas bolsa,Snacks,1,HiperDino-SietePalmas
TCK-70267,BASK-267,2024-12-11 18:10:26,Aceite de oliva,Aceites,2,HiperDino-SietePalmas
TCK-70267,BASK-267,2024-12-11 18:10:26,Salsa mexicana,Salsas,3,HiperDino-SietePalmas
TCK-70267,BASK-267,2024-12-11 18:10:26,Lechuga,Verduras,1,HiperDino-SietePalmas
TCK-70267,BASK-267,2024-12-11 18:10:26,Helado de vainilla,Congelados,3,HiperDino-SietePalmas
TCK-70267,BASK-267,2024-12-11 18:10:26,Nachos de maíz,Snacks,1,HiperDino-SietePalmas
TCK-70267,BASK-267,2024-12-11 18:10:26,Guacamole refrigerado,Refrigerados,3,HiperDino-SietePalmas
TCK-70267,BASK-267,2024-12-11 18:10:26,Refresco cola,Bebidas,2,HiperDino-SietePalmas
TCK-70268,BASK-268,2024-12-08 19:40:26,Pasta,Cereales,3,SPAR-Telde
TCK-70268,BASK-268,2024-12-08 19:40:26,Pechuga de pollo,Carnicería,1,SPAR-Telde
TCK-70268,BASK-268,2024-12-08 19:40:26,Carne picada,Carnicería,1,SPAR-Telde
TCK-70268,BASK-268,2024-12-08 19:40:26,Cereal de desayuno,Cereales,3,SPAR-Telde
TCK-70268,BASK-268,2024-12-08 19:40:26,Lechuga,Verduras,3,SPAR-Telde
TCK-70268,BASK-268,2024-12-08 19:40:26,Yogur natural,Lácteos,2,SPAR-Telde
TCK-70268,BASK-268,2024-12-08 19:40:26,Arroz,Cereales,1,SPAR-Telde
TCK-70268,BASK-268,2024-12-08 19:40:26,Leche entera,Lácteos,2,SPAR-Telde
TCK-70268,BASK-268,2024-12-08 19:40:26,ColaCao,Bebidas,3,SPAR-Telde
TCK-70269,BASK-269,2025-02-06 15:30:26,Cereal de desayuno,Cereales,1,SPAR-Vegueta
TCK-70269,BASK-269,2025-02-06 15:30:26,Pan de hamburguesa,Panadería,2,SPAR-Vegueta
TCK-70269,BASK-269,2025-02-06 15:30:26,Carne picada,Carnicería,3,SPAR-Vegueta
TCK-70269,BASK-269,2025-02-06 15:30:26,Tomates,Verduras,1,SPAR-Vegueta
TCK-70269,BASK-269,2025-02-06 15:30:26,Salsa mexicana,Salsas,2,SPAR-Vegueta
TCK-70269,BASK-269,2025-02-06 15:30:26,Café molido,Bebidas,3,SPAR-Vegueta
TCK-70269,BASK-269,2025-02-06 15:30:26,Guacamole refrigerado,Refrigerados,2,SPAR-Vegueta
TCK-70269,BASK-269,2025-02-06 15:30:26,Leche entera,Lácteos,3,SPAR-Vegueta
TCK-70269,BASK-269,2025-02-06 15:30:26,Galletas,Dulces,1,SPAR-Vegueta
TCK-70269,BASK-269,2025-02-06 15:30:26,Cerveza,Bebidas,1,SPAR-Vegueta
TCK-70270,BASK-270,2025-10-07 00:10:26,Pan de hamburguesa,Panadería,3,Mercadona-Triana
TCK-70270,BASK-270,2025-10-07 00:10:26,Mermelada de fresa,Conservas,2,Mercadona-Triana
TCK-70270,BASK-270,2025-10-07 00:10:26,Lechuga,Verduras,1,Mercadona-Triana
TCK-70270,BASK-270,2025-10-07 00:10:26,Mantequilla,Lácteos,2,Mercadona-Triana
TCK-70270,BASK-270,2025-10-07 00:10:26,Leche entera,Lácteos,1,Mercadona-Triana
TCK-70270,BASK-270,2025-10-07 00:10:26,Galletas,Dulces,3,Mercadona-Triana
TCK-70270,BASK-270,2025-10-07 00:10:26,ColaCao,Bebidas,3,Mercadona-Triana
TCK-70271,BASK-271,2025-01-29 17:34:26,Cereal de desayuno,Cereales,1,HiperDino-SietePalmas
TCK-70271,BASK-271,2025-01-29 17:34:26,Pechuga de pollo,Carnicería,3,HiperDino-SietePalmas
TCK-70271,BASK-271,2025-01-29 17:34:26,Guacamole refrigerado,Refrigerados,3,HiperDino-SietePalmas
TCK-70271,BASK-271,2025-01-29 17:34:26,Mantequilla,Lácteos,1,HiperDino-SietePalmas
TCK-70272,BASK-272,2024-11-27 17:39:26,Arroz,Cereales,1,SPAR-Telde
TCK-70272,BASK-272,2024-11-27 17:39:26,Salsa de tomate,Conservas,2,SPAR-Telde
TCK-70272,BASK-272,2024-11-27 17:39:26,Café molido,Bebidas,1,SPAR-Telde
TCK-70273,BASK-273,2025-06-01 18:17:26,Carne picada,Carnicería,3,SPAR-Telde
TCK-70273,BASK-273,2025-06-01 18:17:26,Pan de barra,Panadería,3,SPAR-Telde
TCK-70273,BASK-273,2025-06-01 18:17:26,Cerveza,Bebidas,2,SPAR-Telde
TCK-70274,BASK-274,2025-11-17 14:27:26,Cereal de desayuno,Cereales,2,SPAR-Vegueta
TCK-70274,BASK-274,2025-11-17 14:27:26,Pan de hamburguesa,Panadería,3,SPAR-Vegueta
TCK-70274,BASK-274,2025-11-17 14:27:26,Plátanos,Frutas,2,SPAR-Vegueta
TCK-70274,BASK-274,2025-11-17 14:27:26,Patatas fritas bolsa,Snacks,1,SPAR-Vegueta
TCK-70274,BASK-274,2025-11-17 14:27:26,Tomates,Verduras,2,SPAR-Vegueta
TCK-70274,BASK-274,2025-11-17 14:27:26,Aceite de oliva,Aceites,3,SPAR-Vegueta
TCK-70274,BASK-274,2025-11-17 14:27:26,Arroz,Cereales,2,SPAR-Vegueta
TCK-70274,BASK-274,2025-11-17 14:27:26,Huevos,Lácteos,2,SPAR-Vegueta
TCK-70275,BASK-275,2025-09-20 16:54:26,Nachos de maíz,Snacks,3,SPAR-Telde
TCK-70275,BASK-275,2025-09-20 16:54:26,Salsa de tomate,Conservas,1,SPAR-Telde
TCK-70275,BASK-275,2025-09-20 16:54:26,Refresco cola,Bebidas,2,SPAR-Telde
TCK-70275,BASK-275,2025-09-20 16:54:26,Mermelada de fresa,Conservas,2,SPAR-Telde
TCK-70276,BASK-276,2025-10-16 17:34:26,Pechuga de pollo,Carnicería,1,HiperDino-SietePalmas
TCK-70276,BASK-276,2025-10-16 17:34:26,Mermelada de fresa,Conservas,2,HiperDino-SietePalmas
TCK-70276,BASK-276,2025-10-16 17:34:26,Mantequilla,Lácteos,3,HiperDino-SietePalmas
TCK-70276,BASK-276,2025-10-16 17:34:26,Helado de vainilla,Congelados,2,HiperDino-SietePalmas
TCK-70276,BASK-276,2025-10-16 17:34:26,Pan de molde,Panadería,2,HiperDino-SietePalmas
TCK-70276,BASK-276,2025-10-16 17:34:26,ColaCao,Bebidas,2,HiperDino-SietePalmas
TCK-70277,BASK-277,2025-11-03 20:48:26,Pan de hamburguesa,Panadería,2,HiperDino-SietePalmas
TCK-70277,BASK-277,2025-11-03 20:48:26,Salsa mexicana,Salsas,1,HiperDino-SietePalmas
TCK-70277,BASK-277,2025-11-03 20:48:26,Lechuga,Verduras,3,HiperDino-SietePalmas
TCK-70277,BASK-277,2025-11-03 20:48:26,Pan de barra,Panadería,3,HiperDino-SietePalmas
TCK-70277,BASK-277,2025-11-03 20:48:26,Helado de vainilla,Congelados,2,HiperDino-SietePalmas
TCK-70278,BASK-278,2025-07-07 14:41:26,Mermelada de fresa,Conservas,1,Mercadona-Triana
TCK-70278,BASK-278,2025-07-07 14:41:26,Aceite de oliva,Aceites,3,Mercadona-Triana
TCK-70278,BASK-278,2025-07-07 14:41:26,Lechuga,Verduras,2,Mercadona-Triana
TCK-70278,BASK-278,2025-07-07 14:41:26,Salsa mexicana,Salsas,2,Mercadona-Triana
TCK-70278,BASK-278,2025-07-07 14:41:26,Pan de barra,Panadería,3,Mercadona-Triana
TCK-70278,BASK-278,2025-07-07 14:41:26,Nachos de maíz,Snacks,3,Mercadona-Triana
TCK-70278,BASK-278,2025-07-07 14:41:26,Huevos,Lácteos,3,Mercadona-Triana
TCK-70278,BASK-278,2025-07-07 14:41:26,Refresco cola,Bebidas,2,Mercadona-Triana
TCK-70278,BASK-278,2025-07-07 14:41:26,ColaCao,Bebidas,2,Mercadona-Triana
TCK-70279,BASK-279,2025-09-08 23:25:26,Salsa mexicana,Salsas,2,SPAR-Vegueta
TCK-70279,BASK-279,2025-09-08 23:25:26,Nachos de maíz,Snacks,2,SPAR-Vegueta
TCK-70279,BASK-279,2025-09-08 23:25:26,Pan de barra,Panadería,1,SPAR-Vegueta
TCK-70279,BASK-279,2025-09-08 23:25:26,Pan de molde,Panadería,1,SPAR-Vegueta
TCK-70280,BASK-280,2025-09-14 12:27:26,Guacamole refrigerado,Refrigerados,3,HiperDino-SietePalmas
TCK-70280,BASK-280,2025-09-14 12:27:26,Plátanos,Frutas,1,HiperDino-SietePalmas
TCK-70280,BASK-280,2025-09-14 12:27:26,Cerveza,Bebidas,1,HiperDino-SietePalmas
TCK-70281,BASK-281,2025-06-29 19:18:26,Cereal de desayuno,Cereales,1,SPAR-Vegueta
TCK-70281,BASK-281,2025-06-29 19:18:26,Tomates,Verduras,3,SPAR-Vegueta
TCK-70281,BASK-281,2025-06-29 19:18:26,Yogur natural,Lácteos,1,SPAR-Vegueta
TCK-70281,BASK-281,2025-06-29 19:18:26,Helado de vainilla,Congelados,2,SPAR-Vegueta
TCK-70281,BASK-281,2025-06-29 19:18:26,Nachos de maíz,Snacks,2,SPAR-Vegueta
TCK-70281,BASK-281,2025-06-29 19:18:26,Refresco cola,Bebidas,3,SPAR-Vegueta
TCK-70281,BASK-281,2025-06-29 19:18:26,Pan de molde,Panadería,2,SPAR-Vegueta
TCK-70282,BASK-282,2025-06-04 14:00:26,Nachos de maíz,Snacks,1,Mercadona-Triana
TCK-70282,BASK-282,2025-06-04 14:00:26,Arroz,Cereales,2,Mercadona-Triana
TCK-70282,BASK-282,2025-06-04 14:00:26,Refresco cola,Bebidas,3,Mercadona-Triana
TCK-70282,BASK-282,2025-06-04 14:00:26,Pizza congelada,Congelados,2,Mercadona-Triana
TCK-70283,BASK-283,2025-11-22 21:32:26,Huevos,Lácteos,3,Mercadona-Triana
TCK-70283,BASK-283,2025-11-22 21:32:26,Pan de hamburguesa,Panadería,1,Mercadona-Triana
TCK-70283,BASK-283,2025-11-22 21:32:26,Plátanos,Frutas,2,Mercadona-Triana
TCK-70283,BASK-283,2025-11-22 21:32:26,ColaCao,Bebidas,2,Mercadona-Triana
TCK-70284,BASK-284,2025-06-07 12:24:26,Patatas fritas bolsa,Snacks,1,Mercadona-Triana
TCK-70284,BASK-284,2025-06-07 12:24:26,Plátanos,Frutas,2,Mercadona-Triana
TCK-70284,BASK-284,2025-06-07 12:24:26,Aceite de oliva,Aceites,3,Mercadona-Triana
TCK-70284,BASK-284,2025-06-07 12:24:26,Pan de barra,Panadería,2,Mercadona-Triana
TCK-70284,BASK-284,2025-06-07 12:24:26,Café molido,Bebidas,3,Mercadona-Triana
TCK-70284,BASK-284,2025-06-07 12:24:26,Refresco cola,Bebidas,1,Mercadona-Triana
TCK-70284,BASK-284,2025-06-07 12:24:26,ColaCao,Bebidas,2,Mercadona-Triana
TCK-70285,BASK-285,2025-09-21 13:40:26,Pan de hamburguesa,Panadería,3,Mercadona-Triana
TCK-70285,BASK-285,2025-09-21 13:40:26,Carne picada,Carnicería,3,Mercadona-Triana
TCK-70285,BASK-285,2025-09-21 13:40:26,Aceite de oliva,Aceites,1,Mercadona-Triana
TCK-70285,BASK-285,2025-09-21 13:40:26,Salsa mexicana,Salsas,2,Mercadona-Triana
TCK-70285,BASK-285,2025-09-21 13:40:26,Arroz,Cereales,3,Mercadona-Triana
TCK-70285,BASK-285,2025-09-21 13:40:26,Helado de vainilla,Congelados,3,Mercadona-Triana
TCK-70285,BASK-285,2025-09-21 13:40:26,Nachos de maíz,Snacks,2,Mercadona-Triana
TCK-70285,BASK-285,2025-09-21 13:40:26,Galletas,Dulces,3,Mercadona-Triana
TCK-70285,BASK-285,2025-09-21 13:40:26,Cerveza,Bebidas,3,Mercadona-Triana
TCK-70286,BASK-286,2025-09-24 22:04:26,Carne picada,Carnicería,1,SPAR-Telde
TCK-70286,BASK-286,2025-09-24 22:04:26,Refresco cola,Bebidas,3,SPAR-Telde
TCK-70286,BASK-286,2025-09-24 22:04:26,Mermelada de fresa,Conservas,1,SPAR-Telde
TCK-70286,BASK-286,2025-09-24 22:04:26,Mantequilla,Lácteos,2,SPAR-Telde
TCK-70287,BASK-287,2025-05-19 16:54:26,Salsa mexicana,Salsas,2,Mercadona-Triana
TCK-70287,BASK-287,2025-05-19 16:54:26,Nachos de maíz,Snacks,2,Mercadona-Triana
TCK-70287,BASK-287,2025-05-19 16:54:26,Guacamole refrigerado,Refrigerados,2,Mercadona-Triana
TCK-70287,BASK-287,2025-05-19 16:54:26,Pan de barra,Panadería,3,Mercadona-Triana
TCK-70288,BASK-288,2025-06-25 23:01:26,Pasta,Cereales,3,SPAR-Vegueta
TCK-70288,BASK-288,2025-06-25 23:01:26,Pechuga de pollo,Carnicería,3,SPAR-Vegueta
TCK-70288,BASK-288,2025-06-25 23:01:26,Patatas fritas bolsa,Snacks,3,SPAR-Vegueta
TCK-70288,BASK-288,2025-06-25 23:01:26,Salsa mexicana,Salsas,2,SPAR-Vegueta
TCK-70288,BASK-288,2025-06-25 23:01:26,Nachos de maíz,Snacks,1,SPAR-Vegueta
TCK-70288,BASK-288,2025-06-25 23:01:26,Huevos,Lácteos,1,SPAR-Vegueta
TCK-70288,BASK-288,2025-06-25 23:01:26,Guacamole refrigerado,Refrigerados,1,SPAR-Vegueta
TCK-70288,BASK-288,2025-06-25 23:01:26,Café molido,Bebidas,1,SPAR-Vegueta
TCK-70289,BASK-289,2024-12-29 21:21:26,Cereal de desayuno,Cereales,2,SPAR-Vegueta
TCK-70289,BASK-289,2024-12-29 21:21:26,Manzanas,Frutas,2,SPAR-Vegueta
TCK-70289,BASK-289,2024-12-29 21:21:26,Tomates,Verduras,1,SPAR-Vegueta
TCK-70289,BASK-289,2024-12-29 21:21:26,Lechuga,Verduras,1,SPAR-Vegueta
TCK-70289,BASK-289,2024-12-29 21:21:26,Yogur natural,Lácteos,3,SPAR-Vegueta
TCK-70289,BASK-289,2024-12-29 21:21:26,Nachos de maíz,Snacks,3,SPAR-Vegueta
TCK-70289,BASK-289,2024-12-29 21:21:26,Leche entera,Lácteos,3,SPAR-Vegueta
TCK-70290,BASK-290,2025-11-14 22:58:26,Pechuga de pollo,Carnicería,1,HiperDino-SietePalmas
TCK-70290,BASK-290,2025-11-14 22:58:26,Queso curado,Lácteos,2,HiperDino-SietePalmas
TCK-70290,BASK-290,2025-11-14 22:58:26,Café molido,Bebidas,3,HiperDino-SietePalmas
TCK-70290,BASK-290,2025-11-14 22:58:26,Vino tinto,Bebidas,2,HiperDino-SietePalmas
TCK-70290,BASK-290,2025-11-14 22:58:26,Leche entera,Lácteos,3,HiperDino-SietePalmas
TCK-70290,BASK-290,2025-11-14 22:58:26,Galletas,Dulces,2,HiperDino-SietePalmas
TCK-70291,BASK-291,2025-01-22 17:17:26,Pasta,Cereales,3,SPAR-Vegueta
